attendance_id,employee_id,employee_name,gender,department,designation,employment_type,office_location,date_of_joining,attendance_date,shift_type,attendance_status,work_mode,login_timestamp,logout_timestamp,total_hours_worked,break_duration_mins,net_productive_hours,late_arrival_mins,early_exit_mins,overtime_hours,leave_type,login_date,login_time,logout_date,logout_time,recalculated_gross_hours,recalculated_net_productive_hours
21902,1663,Sameer Varghese,Male,Engineering,Associate Software Engineer,Part-Time,Koramangala Hq,2024-10-09,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:44:13,2026-02-05 15:44:08,5.0,88,3.53,14,226,0.0,Not Applicable,2026-02-05,10:44:13,2026-02-05,15:44:08,4.998611111111111,3.531944444444444
21903,1664,Gayathri Sinha,Male,Sales,Regional Sales Manager,Full-Time,Koramangala Hq,2020-10-20,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:34:58,2026-02-05 19:26:06,9.85,51,9.0,5,0,0.0,Not Applicable,2026-02-05,09:34:58,2026-02-05,19:26:06,9.852222222222222,9.002222222222223
21904,1665,Aarav Iyer,Male,Engineering,Senior Software Engineer,Full-Time,Electronic City Campus,2022-05-12,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:47:49,2026-02-05 19:30:19,9.71,86,8.28,18,0,0.0,Not Applicable,2026-02-05,09:47:49,2026-02-05,19:30:19,9.708333333333334,8.275
21905,1666,Ravi Deshpande,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2021-09-20,2026-02-05,Early (08:00-17:00),Present,Work From Office,2026-02-05 08:28:16,2026-02-05 17:58:13,9.5,99,7.85,28,0,0.0,Not Applicable,2026-02-05,08:28:16,2026-02-05,17:58:13,9.499166666666667,7.849166666666667
21906,1667,Bhoomika Rao,Male,Sales,Senior Account Executive,Full-Time,Indiranagar Annexe,2024-12-17,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:19:16,2026-02-05 20:13:51,10.91,79,9.59,0,0,0.59,Not Applicable,2026-02-05,09:19:16,2026-02-05,20:13:51,10.909722222222221,9.593055555555555
21907,1668,Nikita Thomas,Female,Engineering,Software Engineer,Full-Time,Electronic City Campus,2020-04-06,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:40:05,2026-02-05 19:04:13,9.4,67,8.28,10,0,0.0,Not Applicable,2026-02-05,09:40:05,2026-02-05,19:04:13,9.402222222222223,8.285555555555556
21908,1669,Nikhil Deshpande,Female,Sales,Account Executive,Full-Time,Whitefield Tech Park,2024-10-19,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 09:32:04,2026-02-05 19:21:45,9.83,64,8.76,2,0,0.0,Not Applicable,2026-02-05,09:32:04,2026-02-05,19:21:45,9.828055555555556,8.76138888888889
21909,1670,Mounika Raman,Female,Product Management,Associate Product Manager,Full-Time,Indiranagar Annexe,2021-06-20,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 14:02:36,2026-02-05 22:17:58,8.26,67,7.14,3,43,0.0,Not Applicable,2026-02-05,14:02:36,2026-02-05,22:17:58,8.25611111111111,7.139444444444443
21910,1671,Aisha Natarajan,Female,Engineering,Associate Software Engineer,Full-Time,Hsr Layout Hub,2020-03-17,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:47:30,2026-02-05 20:34:17,10.78,56,9.85,17,0,0.85,Not Applicable,2026-02-05,09:47:30,2026-02-05,20:34:17,10.779722222222222,9.846388888888889
21911,1672,Shilpa Mirza,Male,Operations,Operations Analyst,Full-Time,Koramangala Hq,2022-06-06,2026-02-05,Early (08:00-17:00),Present,Work From Office,2026-02-05 08:09:09,2026-02-05 17:23:17,9.24,80,7.91,8,0,0.0,Not Applicable,2026-02-05,08:09:09,2026-02-05,17:23:17,9.235555555555555,7.902222222222222
21912,1673,Vignesh Sharma,Female,Engineering,Senior Software Engineer,Full-Time,Hsr Layout Hub,2022-03-08,2026-02-05,Flexible (10:30-19:30),Present,Work From Home,2026-02-05 09:40:42,2026-02-05 20:15:49,10.59,49,9.77,0,0,0.77,Not Applicable,2026-02-05,09:40:42,2026-02-05,20:15:49,10.585277777777778,9.768611111111111
21913,1674,Jayanth Kadam,Female,Engineering,Software Engineer,Full-Time,Koramangala Hq,2023-05-06,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:17:52,2026-02-05 18:32:51,9.25,59,8.27,0,0,0.0,Not Applicable,2026-02-05,09:17:52,2026-02-05,18:32:51,9.249722222222223,8.26638888888889
21914,1675,Praveen Hussain,Female,Engineering,Engineering Manager,Full-Time,Indiranagar Annexe,2022-11-18,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:44:56,2026-02-05 20:29:18,9.74,30,9.24,15,0,0.24,Not Applicable,2026-02-05,10:44:56,2026-02-05,20:29:18,9.739444444444445,9.239444444444445
21915,1676,Anjali Rathore,Female,Human Resources,Talent Acquisition Partner,Full-Time,Koramangala Hq,2025-06-01,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:10:00,2026-02-05 18:22:17,9.2,53,8.32,0,9,0.0,Not Applicable,2026-02-05,09:10:00,2026-02-05,18:22:17,9.204722222222221,8.321388888888889
21916,1677,Apoorva Verma,Female,Engineering,Software Engineer,Contract,Koramangala Hq,2024-09-07,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 11:18:37,2026-02-05 20:15:30,8.95,57,8.0,18,0,0.0,Not Applicable,2026-02-05,11:18:37,2026-02-05,20:15:30,8.948055555555555,7.998055555555555
21917,1678,Akash Menon,Female,Data Science,Analytics Engineer,Full-Time,Koramangala Hq,2021-02-06,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:45:09,2026-02-05 19:39:48,8.91,56,7.98,14,0,0.0,Not Applicable,2026-02-05,10:45:09,2026-02-05,19:39:48,8.910833333333333,7.977499999999999
21918,1679,Keerthi Prabhu,Female,Customer Success,Customer Success Executive,Contract,Whitefield Tech Park,2024-06-06,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 10:54:13,2026-02-05 19:10:24,8.27,48,7.47,0,50,0.0,Not Applicable,2026-02-05,10:54:13,2026-02-05,19:10:24,8.269722222222223,7.469722222222223
21919,1680,Jayanth Bose,Male,Engineering,Software Engineer Intern,Intern,Electronic City Campus,2025-07-28,2026-02-05,General (09:30-18:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Casual Leave,,,,,0.0,0.0
21920,1681,Sowmya Banerjee,Male,Data Science,Data Analyst,Full-Time,Koramangala Hq,2021-11-11,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 09:29:47,2026-02-05 17:36:16,8.11,88,6.64,0,54,0.0,Not Applicable,2026-02-05,09:29:47,2026-02-05,17:36:16,8.108055555555556,6.641388888888889
21921,1682,Lakshmi Pereira,Female,Operations,Operations Analyst,Full-Time,Whitefield Tech Park,2021-01-15,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 09:31:44,2026-02-05 18:09:52,8.64,41,7.96,2,20,0.0,Not Applicable,2026-02-05,09:31:44,2026-02-05,18:09:52,8.635555555555555,7.952222222222222
21922,1683,Shruti Yadav,Male,Engineering,Software Engineer Intern,Intern,Electronic City Campus,2025-10-05,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 13:58:58,2026-02-05 22:30:35,8.53,72,7.33,0,30,0.0,Not Applicable,2026-02-05,13:58:58,2026-02-05,22:30:35,8.526944444444444,7.326944444444444
21923,1684,Ibrahim Deshpande,Male,Customer Success,Support Associate,Full-Time,Koramangala Hq,2020-04-14,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 09:34:15,2026-02-05 17:45:04,8.18,38,7.55,4,45,0.0,Not Applicable,2026-02-05,09:34:15,2026-02-05,17:45:04,8.180277777777778,7.546944444444446
21924,1685,Shashank Tiwari,Male,Data Science,Head Of Data,Contract,Electronic City Campus,2025-07-17,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 10:09:59,2026-02-05 20:45:34,10.59,55,9.67,40,0,0.67,Not Applicable,2026-02-05,10:09:59,2026-02-05,20:45:34,10.593055555555555,9.676388888888889
21925,1686,Imran Joshi,Male,Human Resources,Hr Business Partner,Full-Time,Whitefield Tech Park,2025-07-24,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:32:56,2026-02-05 19:27:16,9.91,85,8.49,3,0,0.0,Not Applicable,2026-02-05,09:32:56,2026-02-05,19:27:16,9.905555555555555,8.488888888888889
21926,1687,Swathi Ansari,Female,Engineering,Engineering Manager,Part-Time,Koramangala Hq,2021-08-03,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 10:23:57,2026-02-05 15:02:02,4.63,48,3.83,0,299,0.0,Not Applicable,2026-02-05,10:23:57,2026-02-05,15:02:02,4.634722222222222,3.834722222222222
21927,1688,Chirag Chandran,Female,Engineering,Senior Software Engineer,Full-Time,Hsr Layout Hub,2025-01-08,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:38:58,2026-02-05 18:23:09,8.74,54,7.84,8,7,0.0,Not Applicable,2026-02-05,09:38:58,2026-02-05,18:23:09,8.73638888888889,7.836388888888889
21928,1689,Gayathri Singh,Male,Product Management,Associate Product Manager,Full-Time,Whitefield Tech Park,2025-11-15,2026-02-05,General (09:30-18:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Earned Leave,,,,,0.0,0.0
21929,1690,Ibrahim Ramesh,Male,Finance,Accounts Manager,Full-Time,Indiranagar Annexe,2024-12-29,2026-02-05,Early (08:00-17:00),Present,Work From Office,2026-02-05 08:24:22,2026-02-05 17:17:57,8.89,59,7.91,24,0,0.0,Not Applicable,2026-02-05,08:24:22,2026-02-05,17:17:57,8.893055555555556,7.909722222222222
21930,1691,Harsha Menon,Male,Product Management,Associate Product Manager,Contract,Koramangala Hq,2024-10-25,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:34:20,2026-02-05 18:17:43,8.72,38,8.09,4,13,0.0,Not Applicable,2026-02-05,09:34:20,2026-02-05,18:17:43,8.723055555555556,8.089722222222223
21931,1692,Harsha Mishra,Male,Sales,Senior Account Executive,Full-Time,Whitefield Tech Park,2024-10-23,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 14:10:06,2026-02-05 21:16:22,7.1,31,6.58,10,104,0.0,Not Applicable,2026-02-05,14:10:06,2026-02-05,21:16:22,7.104444444444445,6.587777777777778
21932,1693,Nikhil Chauhan,Male,Sales,Regional Sales Manager,Contract,Koramangala Hq,2024-10-15,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:27:31,2026-02-05 18:34:47,9.12,80,7.79,0,0,0.0,Not Applicable,2026-02-05,09:27:31,2026-02-05,18:34:47,9.12111111111111,7.7877777777777775
21933,1694,Anjali Balasubramanian,Male,Customer Success,Support Associate,Full-Time,Electronic City Campus,2023-11-27,2026-02-05,Late/Us Overlap (14:00-23:00),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Loss Of Pay,,,,,0.0,0.0
21934,1695,Nikhil Singh,Male,Customer Success,Support Associate,Full-Time,Electronic City Campus,2021-04-25,2026-02-05,Mid (11:00-20:00),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Casual Leave,,,,,0.0,0.0
21935,1696,Mounika Naidu,Female,Engineering,Associate Software Engineer,Full-Time,Koramangala Hq,2022-07-25,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:16:14,2026-02-05 17:44:49,8.48,74,7.25,0,46,0.0,Not Applicable,2026-02-05,09:16:14,2026-02-05,17:44:49,8.47638888888889,7.243055555555556
21936,1697,Naveen Nair,Female,Engineering,Senior Software Engineer,Full-Time,Koramangala Hq,2025-12-20,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:32:31,2026-02-05 19:22:50,9.84,64,8.77,2,0,0.0,Not Applicable,2026-02-05,09:32:31,2026-02-05,19:22:50,9.838611111111112,8.771944444444445
21937,1698,Rashmi Ansari,Male,Operations,Operations Analyst,Full-Time,Koramangala Hq,2021-07-17,2026-02-05,Early (08:00-17:00),Present,Work From Home,2026-02-05 07:28:12,2026-02-05 16:29:05,9.01,65,7.93,0,31,0.0,Not Applicable,2026-02-05,07:28:12,2026-02-05,16:29:05,9.014722222222222,7.931388888888889
21938,1699,Divya Bhardwaj,Male,Human Resources,Hr Business Partner,Full-Time,Electronic City Campus,2024-06-11,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:44:27,2026-02-05 19:31:33,8.78,53,7.9,14,0,0.0,Not Applicable,2026-02-05,10:44:27,2026-02-05,19:31:33,8.785,7.901666666666667
21939,1700,Rashmi Balasubramanian,Female,Operations,Operations Analyst,Full-Time,Electronic City Campus,2020-10-13,2026-02-05,Early (08:00-17:00),Present,Work From Office,2026-02-05 07:21:01,2026-02-05 17:22:54,10.03,42,9.33,0,0,0.33,Not Applicable,2026-02-05,07:21:01,2026-02-05,17:22:54,10.03138888888889,9.33138888888889
21940,1701,Rachana Malhotra,Male,Engineering,Senior Software Engineer,Full-Time,Whitefield Tech Park,2022-11-17,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:24:59,2026-02-05 20:01:50,9.61,59,8.63,0,0,0.0,Not Applicable,2026-02-05,10:24:59,2026-02-05,20:01:50,9.614166666666666,8.630833333333333
21941,1702,Esha Raman,Male,Engineering,Associate Software Engineer,Part-Time,Hsr Layout Hub,2022-12-15,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:26:01,2026-02-05 16:44:06,6.3,76,5.03,0,166,0.0,Not Applicable,2026-02-05,10:26:01,2026-02-05,16:44:06,6.301388888888889,5.034722222222222
21942,1703,Farhan Kadam,Male,Data Science,Data Analyst,Full-Time,Hsr Layout Hub,2020-07-18,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:37:44,2026-02-05 18:55:09,9.29,105,7.54,7,0,0.0,Not Applicable,2026-02-05,09:37:44,2026-02-05,18:55:09,9.290277777777778,7.540277777777778
21943,1704,Darshan Shah,Female,Engineering,Senior Software Engineer,Full-Time,Koramangala Hq,2025-04-19,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:26:58,2026-02-05 19:08:59,9.7,78,8.4,0,0,0.0,Not Applicable,2026-02-05,09:26:58,2026-02-05,19:08:59,9.700277777777778,8.400277777777777
21944,1705,Imran Kulkarni,Male,Engineering,Software Engineer,Full-Time,Indiranagar Annexe,2025-01-01,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 09:54:59,2026-02-05 17:47:37,7.88,96,6.28,0,103,0.0,Not Applicable,2026-02-05,09:54:59,2026-02-05,17:47:37,7.877222222222223,6.277222222222223
21945,1706,Farhan Kulkarni,Female,Sales,Sales Development Representative,Full-Time,Indiranagar Annexe,2021-06-02,2026-02-05,Early (08:00-17:00),Present,Work From Home,2026-02-05 07:32:08,2026-02-05 17:12:32,9.67,59,8.69,0,0,0.0,Not Applicable,2026-02-05,07:32:08,2026-02-05,17:12:32,9.673333333333334,8.690000000000001
21946,1707,Ayesha Rathore,Male,Operations,Operations Manager,Full-Time,Hsr Layout Hub,2021-09-28,2026-02-05,Early (08:00-17:00),Present,Work From Office,2026-02-05 07:58:37,2026-02-05 17:41:55,9.72,57,8.77,0,0,0.0,Not Applicable,2026-02-05,07:58:37,2026-02-05,17:41:55,9.721666666666666,8.771666666666667
21947,1708,Ashwin Fernandes,Male,Product Management,Product Manager,Full-Time,Koramangala Hq,2024-01-17,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:04:22,2026-02-05 20:39:44,10.59,52,9.72,0,0,0.72,Not Applicable,2026-02-05,10:04:22,2026-02-05,20:39:44,10.589444444444444,9.722777777777777
21948,1709,Ritesh Mishra,Female,Customer Success,Support Associate,Full-Time,Koramangala Hq,2025-01-20,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:28:31,2026-02-05 20:35:20,11.11,46,10.34,0,0,1.34,Not Applicable,2026-02-05,09:28:31,2026-02-05,20:35:20,11.113611111111112,10.346944444444444
21949,1711,Praveen Ghosh,Female,Engineering,Software Engineer,Contract,Indiranagar Annexe,2024-05-24,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:29:17,2026-02-05 19:28:07,9.98,29,9.5,0,0,0.5,Not Applicable,2026-02-05,09:29:17,2026-02-05,19:28:07,9.980555555555556,9.497222222222224
21950,1712,Shruti Bansal,Female,Engineering,Engineering Manager,Full-Time,Whitefield Tech Park,2022-03-21,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:33:59,2026-02-05 19:14:14,9.67,63,8.62,3,0,0.0,Not Applicable,2026-02-05,09:33:59,2026-02-05,19:14:14,9.670833333333333,8.620833333333332
21951,1713,Meera Mehta,Female,Engineering,Senior Software Engineer,Full-Time,Hsr Layout Hub,2021-08-19,2026-02-05,Flexible (10:30-19:30),Present,Work From Home,2026-02-05 11:50:13,2026-02-05 20:55:29,9.09,47,8.31,80,0,0.0,Not Applicable,2026-02-05,11:50:13,2026-02-05,20:55:29,9.087777777777777,8.304444444444444
21952,1714,Vishal Mohanty,Male,Customer Success,Customer Success Manager,Full-Time,Hsr Layout Hub,2024-04-26,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:52:03,2026-02-05 19:28:06,9.6,90,8.1,21,0,0.0,Not Applicable,2026-02-05,09:52:03,2026-02-05,19:28:06,9.600833333333334,8.100833333333334
21953,1715,Deepak Ansari,Male,Human Resources,Hr Business Partner,Full-Time,Hsr Layout Hub,2022-01-12,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:05:38,2026-02-05 16:48:11,7.71,66,6.61,0,102,0.0,Not Applicable,2026-02-05,09:05:38,2026-02-05,16:48:11,7.7091666666666665,6.609166666666667
21954,1716,Raghav Jain,Female,Engineering,Senior Software Engineer,Full-Time,Hsr Layout Hub,2020-09-04,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 13:27:26,2026-02-05 22:41:27,9.23,38,8.6,0,19,0.0,Not Applicable,2026-02-05,13:27:26,2026-02-05,22:41:27,9.233611111111111,8.600277777777778
21955,1717,Yogesh Dubey,Male,Data Science,Data Scientist,Full-Time,Whitefield Tech Park,2022-07-14,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:30:01,2026-02-05 20:46:13,10.27,63,9.22,0,0,0.22,Not Applicable,2026-02-05,10:30:01,2026-02-05,20:46:13,10.27,9.219999999999999
21956,1718,Vaibhav Pillai,Male,Design,Senior Product Designer,Full-Time,Indiranagar Annexe,2023-10-23,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:23:09,2026-02-05 18:34:59,9.2,53,8.32,0,0,0.0,Not Applicable,2026-02-05,09:23:09,2026-02-05,18:34:59,9.197222222222223,8.31388888888889
21957,1719,Devansh Pereira,Male,Human Resources,Hr Executive,Full-Time,Electronic City Campus,2021-09-22,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:40:10,2026-02-05 18:50:57,9.18,68,8.05,9,0,0.0,Not Applicable,2026-02-05,09:40:10,2026-02-05,18:50:57,9.179722222222223,8.04638888888889
21958,1720,Ritesh Balasubramanian,Male,Sales,Account Executive,Part-Time,Koramangala Hq,2025-01-30,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:29:35,2026-02-05 14:37:34,5.13,56,4.2,0,233,0.0,Not Applicable,2026-02-05,09:29:35,2026-02-05,14:37:34,5.133055555555556,4.199722222222222
21959,1721,Darshan Saxena,Male,Sales,Sales Development Representative,Full-Time,Indiranagar Annexe,2024-10-04,2026-02-05,Mid (11:00-20:00),Present,Work From Home,2026-02-05 10:50:26,2026-02-05 19:36:13,8.76,49,7.94,0,25,0.0,Not Applicable,2026-02-05,10:50:26,2026-02-05,19:36:13,8.763055555555555,7.9463888888888885
21960,1722,Chirag Shah,Male,Engineering,Software Engineer,Full-Time,Koramangala Hq,2025-04-30,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:44:22,2026-02-05 20:04:59,10.34,73,9.12,14,0,0.12,Not Applicable,2026-02-05,09:44:22,2026-02-05,20:04:59,10.34361111111111,9.126944444444444
21961,1723,Ankit Chandran,Female,Sales,Sales Development Representative,Full-Time,Whitefield Tech Park,2023-06-25,2026-02-05,General (09:30-18:30),Present,Work From Home,2026-02-05 09:17:12,2026-02-05 18:33:19,9.27,64,8.2,0,0,0.0,Not Applicable,2026-02-05,09:17:12,2026-02-05,18:33:19,9.268611111111111,8.201944444444445
21962,1724,Ishaan Subramanian,Male,Finance,Finance Executive,Full-Time,Whitefield Tech Park,2021-04-23,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:31:07,2026-02-05 19:37:40,10.11,100,8.44,1,0,0.0,Not Applicable,2026-02-05,09:31:07,2026-02-05,19:37:40,10.109166666666667,8.4425
21963,1725,Rohan Mirza,Female,Product Management,Senior Product Manager,Full-Time,Indiranagar Annexe,2024-12-26,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:42:13,2026-02-05 19:21:10,8.65,45,7.9,12,10,0.0,Not Applicable,2026-02-05,10:42:13,2026-02-05,19:21:10,8.649166666666666,7.899166666666666
21964,1726,Shashank Kadam,Male,Data Science,Head Of Data,Contract,Indiranagar Annexe,2024-04-12,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:45:12,2026-02-05 19:20:36,9.59,51,8.74,15,0,0.0,Not Applicable,2026-02-05,09:45:12,2026-02-05,19:20:36,9.59,8.74
21965,1727,Chandan Menon,Female,Human Resources,Talent Acquisition Partner,Full-Time,Hsr Layout Hub,2021-09-06,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:30:14,2026-02-05 17:47:29,8.29,65,7.21,0,43,0.0,Not Applicable,2026-02-05,09:30:14,2026-02-05,17:47:29,8.2875,7.204166666666667
21966,1728,Gopal Bhat,Female,Product Management,Senior Product Manager,Full-Time,Whitefield Tech Park,2025-01-13,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Home,2026-02-05 13:35:18,2026-02-05 22:43:14,9.13,54,8.23,0,17,0.0,Not Applicable,2026-02-05,13:35:18,2026-02-05,22:43:14,9.132222222222222,8.232222222222221
21967,1729,Rakesh Dsouza,Male,Data Science,Senior Data Scientist,Full-Time,Hsr Layout Hub,2023-05-29,2026-02-05,Flexible (10:30-19:30),On Leave,Not Applicable,,,0.0,0,0.0,0,0,0.0,Earned Leave,,,,,0.0,0.0
21968,1730,Tanmay Subramanian,Male,Sales,Regional Sales Manager,Full-Time,Hsr Layout Hub,2022-06-07,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 10:56:20,2026-02-05 21:17:25,10.35,65,9.27,0,0,0.27,Not Applicable,2026-02-05,10:56:20,2026-02-05,21:17:25,10.35138888888889,9.268055555555556
21969,1731,Ujwal Chatterjee,Male,Sales,Senior Account Executive,Full-Time,Hsr Layout Hub,2020-11-14,2026-02-05,Mid (11:00-20:00),Present,Work From Home,2026-02-05 11:10:23,2026-02-05 19:50:23,8.67,98,7.04,10,10,0.0,Not Applicable,2026-02-05,11:10:23,2026-02-05,19:50:23,8.666666666666666,7.033333333333333
21970,1732,Nisha Acharya,Female,Operations,Operations Manager,Part-Time,Whitefield Tech Park,2024-02-26,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 10:49:19,2026-02-05 15:50:48,5.02,40,4.35,0,250,0.0,Not Applicable,2026-02-05,10:49:19,2026-02-05,15:50:48,5.0247222222222225,4.358055555555556
21971,1733,Parth Subramanian,Male,Operations,Operations Analyst,Full-Time,Koramangala Hq,2020-12-13,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 10:04:19,2026-02-05 19:26:44,9.37,62,8.34,0,34,0.0,Not Applicable,2026-02-05,10:04:19,2026-02-05,19:26:44,9.373611111111112,8.340277777777779
21972,1734,Varsha Kumar,Male,Data Science,Analytics Engineer,Full-Time,Hsr Layout Hub,2020-04-09,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:16:29,2026-02-05 19:21:30,9.08,58,8.11,0,9,0.0,Not Applicable,2026-02-05,10:16:29,2026-02-05,19:21:30,9.08361111111111,8.116944444444444
21973,1735,Sanjay Bhardwaj,Male,Customer Success,Head Of Customer Success,Full-Time,Indiranagar Annexe,2021-09-06,2026-02-05,Late/Us Overlap (14:00-23:00),Present,Work From Office,2026-02-05 14:01:14,2026-02-05 22:46:27,8.75,60,7.75,0,14,0.0,Not Applicable,2026-02-05,14:01:14,2026-02-05,22:46:27,8.75361111111111,7.753611111111111
21974,1736,Manish Kamath,Male,Product Management,Product Manager,Full-Time,Whitefield Tech Park,2021-01-10,2026-02-05,Flexible (10:30-19:30),Present,Work From Office,2026-02-05 10:30:45,2026-02-05 19:01:02,8.5,64,7.43,0,29,0.0,Not Applicable,2026-02-05,10:30:45,2026-02-05,19:01:02,8.504722222222222,7.438055555555556
21975,1737,Tanvi Fernandes,Male,Marketing,Performance Marketing Manager,Full-Time,Whitefield Tech Park,2020-10-27,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:52:57,2026-02-05 19:04:36,9.19,82,7.82,23,0,0.0,Not Applicable,2026-02-05,09:52:57,2026-02-05,19:04:36,9.194166666666666,7.827499999999999
21976,1738,Shashank Das,Male,Sales,Sales Development Representative,Full-Time,Koramangala Hq,2025-02-13,2026-02-05,Early (08:00-17:00),Present,Work From Office,2026-02-05 08:01:47,2026-02-05 17:06:47,9.08,50,8.25,1,0,0.0,Not Applicable,2026-02-05,08:01:47,2026-02-05,17:06:47,9.083333333333334,8.25
21977,1739,Pranav Mukherjee,Male,Customer Success,Head Of Customer Success,Full-Time,Hsr Layout Hub,2020-03-07,2026-02-05,Mid (11:00-20:00),Present,Work From Home,2026-02-05 10:50:49,2026-02-05 21:23:26,10.54,28,10.07,0,0,1.07,Not Applicable,2026-02-05,10:50:49,2026-02-05,21:23:26,10.543611111111112,10.076944444444445
21978,1740,Ranjith Verma,Male,Engineering,Engineering Manager,Full-Time,Koramangala Hq,2022-10-03,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:04:28,2026-02-05 18:04:57,9.01,105,7.26,0,25,0.0,Not Applicable,2026-02-05,09:04:28,2026-02-05,18:04:57,9.008055555555556,7.258055555555556
21979,1741,Nisha Prabhu,Male,Customer Success,Support Associate,Contract,Hsr Layout Hub,2025-05-26,2026-02-05,Mid (11:00-20:00),Present,Work From Office,2026-02-05 11:28:13,2026-02-05 20:43:22,9.25,36,8.65,28,0,0.0,Not Applicable,2026-02-05,11:28:13,2026-02-05,20:43:22,9.2525,8.6525
21980,1742,Vaibhav Naidu,Female,Customer Success,Head Of Customer Success,Full-Time,Whitefield Tech Park,2020-09-27,2026-02-05,General (09:30-18:30),Present,Work From Office,2026-02-05 09:42:15,2026-02-05 18:39:59,8.96,58,7.99,12,0,0.0,Not Applicable,2026-02-05,09:42:15,2026-02-05,18:39:59,8.962222222222222,7.995555555555555
21981,1743,Sriram Pandey,Female,Engineering,Software Engineer,Full-Time,Whitefield Tech Park,2023-03-08,2026-02-05,Flexible (10:30-19:30),Present,Work From Home,2026-02-05 10:56:19,2026-02-05 18:38:39,7.71,45,6.96,26,52,0.0,Not Applicable,2026-02-05,10:56:19,2026-02-05,18:38:39,7.705555555555556,6.955555555555556
